
sample	lnL(posterior)	lnL(seq)	lnL(times)	lnL(rates)	birth	death	clock	root	tstv	nu	rr0	rr1	rr2	pr0	pr1	pr2	t(calib:CAL1_clade:CLADE1)	t(calib:CAL1_clade:CLADE2)	t(calib:CAL2_clade:CLADE3)	clade(calib:CAL1)	clade(calib:CAL2)	br0	br1	br2	br3	br4	br5	br6	br7	br8	br9	br10	br11	br12	br13	br14	br15	br16	br17	br18	br19	br20	br21	br22	br23	br24	br25	br26	br27	br28	br29	br30	br31	br32	br33	br34	br35	br36	br37	br38	br39	br40	br41	t22	t23	t24	t25	t26	t27	t28	t29	t30	t31	t32	t33	t34	t35	t36	t37	t38	t39	t40	t41	t42	accRT	tuneRT	accT	tuneT	accClock	tuneClock	accTCr	tuneTCr	accTreeRates	tuneTreeRates	accSprW	tuneSprW	accSpr	tuneSpr	accSprLoc	tuneSprLoc	
 68500	 -24001.0	 -23906.4	    -58.3	    -36.3	   0.0203451	  0.00571802	 0.000760434	    -360.951	     6.03895	    0.753147	0.0868262	2.12564	6.25072	0.715441	0.203831	0.0807285	-91.974	-19.4269	-360.951	CLADE1	CLADE3	1.06317	1.64802	0.779061	0.0140018	2.41042	0.937263	1.57585	0.805936	1.25659	1.59124	1.80618	0.259729	1.92906	0.516048	1.12557	0.93628	1.45183	2.30096	0.333352	0.393385	1.04674	0.784496	0.187673	0.686488	0.43797	0.432841	1.49223	0.270304	0.707984	1.12884	1.53875	1.4384	0.798923	0.988139	2.08404	0.43539	0.571035	1.39871	2.04753	1.20939	1.52565	1.39635	-27.7103	-21.704	-146.022	-8.90747	-37.8357	-27.4535	-9.89821	-42.0841	-91.0555	-25.4286	-47.9908	-73.0274	-15.793	-38.9595	-27.4804	-54.6657	-88.9491	-19.4269	-91.974	-11.8745	-360.951	0.039604	17.0859	0.039604	3.375	0.217822	0.444444	0.039604	3.375	0.118812	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 68600	 -24011.9	 -23905.5	    -65.6	    -40.9	   0.0280374	  0.00407158	 0.000675192	    -331.645	     6.15794	     0.62067	0.0941834	2.53812	6.78038	0.74331	0.191046	0.0656445	-112.146	-34.7368	-331.645	CLADE1	CLADE3	1.66662	2.10249	0.891943	0.018516	1.61912	0.629576	0.677442	0.665765	1.1204	1.24985	1.47428	0.271373	1.87963	0.594996	0.620207	0.940464	2.20271	2.6874	1.12256	1.0408	1.10265	0.916962	2.70143	0.318366	0.94156	0.362139	1.61797	0.940073	1.38165	0.357277	0.344854	0.613223	0.332701	1.33439	1.59375	2.09184	1.24328	1.87754	0.428881	0.192739	1.02207	0.591152	-42.2643	-26.2538	-210.172	-11.0472	-43.4528	-71.5256	-17.9044	-19.3267	-95.956	-31.0095	-42.8374	-88.1556	-18.7645	-40.4988	-39.5655	-62.3128	-103.439	-34.7368	-112.146	-10.8227	-331.645	0.039604	17.0859	0.039604	3.375	0.217822	0.444444	0.039604	3.375	0.118812	1.5	0.00961539	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 68700	 -24005.3	 -23899.4	    -64.4	    -41.4	   0.0280374	   0.0118516	 0.000625428	    -302.604	     6.15794	    0.805561	0.0972304	2.45089	6.99974	0.74331	0.191046	0.0656445	-107.832	-33.1744	-302.604	CLADE1	CLADE3	1.00693	1.31954	1.16262	0.00486799	2.74588	1.27376	0.137878	0.938831	1.49922	1.50215	1.6108	0.328992	2.69717	0.69106	0.971918	1.0336	1.93554	2.29345	0.627307	0.736078	0.361507	0.968677	0.552772	1.09565	1.40343	0.725594	2.07273	0.735642	0.955079	0.578761	0.287613	1.11406	1.45499	1.03685	2.7177	0.646763	0.968456	1.92931	1.23464	0.403775	1.22053	2.49151	-37.9421	-27.8046	-203.919	-69.7696	-41.9793	-52.8441	-10.5653	-36.5911	-96.7077	-33.2184	-57.2521	-78.7134	-24.0729	-48.8256	-34.6111	-60.8138	-102.386	-33.1744	-107.832	-21.383	-302.604	0.039604	17.0859	0.039604	3.375	0.217822	0.444444	0.039604	3.375	0.118812	1.5	0.00961539	1E-10	0.0192308	1.35657E-07	0.00961539	9.04377E-08	
 68800	 -24012.1	 -23905.5	    -61.8	    -44.9	   0.0280374	    0.010226	 0.000680752	    -300.259	     6.15794	    0.788448	0.0998929	2.45111	7.19141	0.737935	0.202167	0.0598981	-101.336	-31.1154	-300.259	CLADE1	CLADE3	1.21321	1.40291	0.979057	0.0453992	1.78924	0.825345	0.666016	0.438513	1.19478	1.56612	2.39382	0.350348	2.87591	0.744135	1.29224	1.01	1.43307	1.88797	1.44106	1.52414	0.881496	0.981077	2.40017	0.951288	0.93265	0.680923	3.50015	0.650766	1.07056	0.350566	0.255557	1.06833	1.9144	0.946007	2.2229	1.3793	2.38669	1.99474	0.8984	1.15229	1.97662	0.921265	-44.4838	-35.219	-162.355	-17.3915	-45.393	-38.8658	-15.8554	-17.2805	-91.4472	-38.5738	-50.6358	-68.7274	-27.64	-47.142	-42.4693	-56.2996	-94.0177	-31.1154	-101.336	-21.4169	-300.259	0.039604	17.0859	0.039604	3.375	0.217822	0.444444	0.039604	3.375	0.118812	1.5	9.61538E-09	1E-10	0.0192308	1.35657E-07	0.00961539	9.04377E-08	
 68900	 -24012.8	 -23903.8	    -64.0	    -45.1	   0.0280374	   0.0226973	 0.000639904	    -325.619	     6.26939	    0.788448	0.0822889	2.01915	5.92407	0.715709	0.190287	0.0940041	-117.176	-43.0325	-325.619	CLADE1	CLADE3	2.13165	2.33782	0.866316	0.145305	3.14305	0.954276	0.775661	0.714436	1.8864	1.23236	1.54429	0.335766	3.18343	0.716016	0.906496	0.983345	1.58652	2.55429	1.44426	1.52752	1.61018	1.41514	1.674	0.917062	1.08323	0.578906	2.36127	1.02121	1.4627	0.435274	1.00399	1.70451	0.538965	0.981514	2.28515	0.690068	1.31809	2.09289	0.654999	1.15689	1.64479	0.966926	-48.5095	-38.1482	-201.105	-16.1943	-49.3489	-58.5184	-14.8714	-17.2818	-110.713	-47.1307	-53.7963	-80.646	-29.6591	-46.8453	-38.8247	-68.4294	-107.043	-43.0325	-117.176	-13.171	-325.619	0.0594059	17.0859	0.039604	3.375	0.217822	0.444444	0.039604	3.375	0.118812	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 69000	 -24022.6	 -23913.8	    -63.2	    -45.6	   0.0280374	   0.0226973	 0.000606389	    -317.805	     6.26939	    0.886162	0.0821386	2.01546	5.91325	0.715709	0.189818	0.0944727	-121.196	-32.2516	-317.805	CLADE1	CLADE3	1.68216	1.94413	0.775174	0.26019	1.35041	0.493714	0.552091	0.594508	1.79358	1.60319	1.77001	0.299546	2.75042	0.613807	1.59334	1.5881	1.12001	1.98186	1.168	1.49444	2.13586	1.36512	0.234551	0.315559	1.13994	0.425669	1.76389	0.481584	2.64592	0.459985	1.18244	1.68969	0.341958	1.27732	2.33082	0.65387	1.08938	1.94502	0.325713	0.84539	1.09386	3.69789	-45.366	-20.291	-229.44	-13.4185	-49.084	-40.6551	-28.1651	-17.9333	-110.94	-47.1307	-47.6148	-82.8788	-32.4164	-41.7152	-35.5909	-74.1995	-100.958	-32.2516	-121.196	-14.6807	-317.805	0.0594059	17.0859	0.039604	3.375	0.217822	0.444444	0.039604	3.375	0.118812	1.5	0.00961539	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 69100	 -24020.7	 -23909.5	    -66.5	    -44.7	   0.0211613	   0.0171308	 0.000571194	    -306.423	     5.97578	    0.829724	0.082793	2.03152	5.96037	0.719352	0.186396	0.0942517	-162.437	-42.1995	-306.423	CLADE1	CLADE3	1.67772	2.12248	0.876536	0.12091	1.87953	0.811536	0.96546	0.946428	2.15759	1.29951	1.44294	0.221978	2.47995	0.621072	0.873233	1.0875	1.67797	2.39838	2.21938	2.43481	1.67857	0.862971	0.773139	0.626639	1.90819	0.419779	2.05642	1.05898	1.25036	0.182228	0.278683	0.3022	2.42728	0.498311	2.48787	0.277203	0.326152	2.01623	0.567237	0.245603	1.42706	0.597618	-54.5648	-39.4682	-250.436	-18.1087	-55.8476	-80.6441	-22.8323	-10.0097	-127.197	-44.4637	-74.0002	-101.199	-29.1519	-53.6683	-31.3793	-79.4465	-156.497	-42.1995	-162.437	-13.8639	-306.423	0.0594059	17.0859	0.039604	3.375	0.217822	0.444444	0.039604	3.375	0.118812	1.5	0.00961539	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 69200	 -24024.0	 -23910.2	    -66.9	    -47.0	    0.021894	  0.00990674	 0.000574787	    -334.952	     5.95055	     1.37952	0.0793324	2.17085	5.71123	0.719352	0.186396	0.0942517	-154.558	-51.0398	-334.952	CLADE1	CLADE3	1.64104	2.31069	0.853879	0.183898	1.99862	0.862956	0.688547	0.89874	2.04888	1.18552	1.31636	0.253578	2.87692	0.553043	0.915858	1.2866	1.74803	2.59126	0.458365	0.788236	1.19712	0.857289	1.33003	0.457588	0.828009	0.641591	1.99462	1.03754	1.16727	1.03269	1.25138	1.55306	1.05169	0.555646	1.91911	1.04309	0.793984	1.65115	2.02491	0.774408	3.34265	1.27827	-50.6185	-26.2245	-193.915	-27.7555	-52.4335	-64.9477	-21.7635	-52.9789	-143.354	-48.912	-65.322	-87.8801	-28.2882	-59.0538	-34.2149	-78.2849	-149.75	-51.0398	-154.558	-13.1395	-334.952	0.0594059	17.0859	0.039604	3.375	0.217822	0.444444	0.039604	3.375	0.118812	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 69300	 -24025.5	 -23909.6	    -66.7	    -49.2	   0.0182862	  0.00735643	 0.000497428	    -400.951	     6.13723	     1.15915	0.0877946	1.99957	6.32044	0.718485	0.194955	0.0865596	-142.831	-58.8904	-400.951	CLADE1	CLADE3	2.92334	3.58003	0.778221	0.149025	1.0304	0.370417	0.554155	0.84597	1.68388	0.996695	1.16968	0.266377	3.01461	0.558132	0.889403	2.10318	2.65721	3.04665	0.794505	1.68677	1.60222	0.703895	0.744632	0.129073	0.719705	0.472611	1.53763	1.94109	1.46513	0.277272	1.44864	2.30284	2.57903	0.435477	1.47267	0.906266	1.83355	1.91082	1.08016	0.656815	1.34363	1.46156	-45.939	-19.3279	-240.447	-20.1167	-56.9028	-71.9904	-40.9491	-21.1251	-137.791	-43.2099	-75.581	-83.8808	-20.4188	-69.7682	-40.6578	-81.327	-138.284	-58.8904	-142.831	-8.22664	-400.951	0.0594059	17.0859	0.039604	3.375	0.217822	0.444444	0.039604	3.375	0.118812	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 69400	 -24019.0	 -23902.1	    -68.1	    -48.7	      0.0132	  0.00967596	 0.000507136	    -416.562	     6.13723	     1.15915	0.0887145	2.02052	6.38666	0.723909	0.189532	0.0865596	-150.765	-31.0478	-416.562	CLADE1	CLADE3	1.01503	1.46697	0.669816	0.149917	1.63645	0.677084	0.473387	1.75756	3.49837	2.04787	2.56107	0.371488	2.99412	0.550024	1.43083	1.2197	1.60742	1.93576	0.628554	1.24525	1.11831	0.645094	0.888542	0.251456	0.714535	0.637282	2.61651	0.545007	0.869388	0.302102	1.74955	0.356767	0.15603	1.86479	2.57995	1.77906	0.136761	2.49756	0.226386	0.630074	2.55692	1.7737	-77.7397	-37.7197	-221.796	-30.1228	-79.8444	-47.5757	-26.9479	-29.9075	-146.136	-52.4945	-84.7341	-90.0688	-35.2782	-79.5651	-20.4535	-103.859	-106.74	-31.0478	-150.765	-28.1591	-416.562	0.0594059	17.0859	0.039604	3.375	0.217822	0.444444	0.0792079	3.375	0.118812	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 69500	 -24014.5	 -23899.9	    -69.6	    -45.1	      0.0132	  0.00392363	 0.000437791	    -464.972	     5.97453	     1.15915	0.0887145	2.02052	6.38666	0.723909	0.189532	0.0865596	-168.285	-48.9097	-464.972	CLADE1	CLADE3	0.936654	1.17829	0.577281	0.149917	2.49506	0.789148	1.09807	0.834453	1.66095	1.5251	1.92298	0.350875	3.85857	0.563858	1.20306	0.915919	1.38165	1.77389	0.714889	1.1575	1.479	1.54129	1.48645	1.19134	1.16	0.441512	2.01612	1.38363	2.35791	1.57561	0.778841	2.58087	0.31843	0.919078	1.46569	1.82376	0.451228	2.16338	0.303782	0.895018	1.0896	0.853398	-72.888	-63.5267	-331.058	-22.2436	-74.6676	-58.5793	-22.7338	-35.9139	-158.849	-72.0887	-47.6478	-76.1597	-45.8126	-44.3889	-48.0865	-104.686	-126.144	-48.9097	-168.285	-34.0617	-464.972	0.0594059	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.118812	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 69600	 -24020.7	 -23909.6	    -67.7	    -43.4	   0.0150012	  0.00422601	 0.000461272	    -472.752	     6.45653	     0.86364	0.0803771	1.96623	5.78644	0.723909	0.171659	0.104433	-150.388	-34.314	-472.752	CLADE1	CLADE3	1.38472	1.70767	0.709679	0.122085	2.06821	0.965851	1.69898	0.643097	1.67449	1.62082	2.56966	0.257196	2.00885	0.609875	1.63305	0.974992	1.51544	1.94566	0.956693	1.55565	1.46458	1.56915	1.12669	1.262	0.654122	0.464616	1.73053	0.245685	2.1104	0.676015	0.519861	1.83737	0.558187	3.64371	2.50302	0.563591	1.09607	1.67917	0.9724	0.871506	1.05266	0.99407	-56.5736	-49.1271	-292.03	-12.5656	-58.1197	-41.23	-16.2351	-23.4566	-139.439	-51.2542	-56.2161	-127.861	-36.5074	-39.8873	-45.9136	-85.2457	-138.881	-34.314	-150.388	-23.4415	-472.752	0.0594059	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.118812	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 69700	 -24009.9	 -23899.6	    -68.1	    -42.2	   0.0150012	 0.000172325	 0.000483719	    -377.639	     6.45653	    0.900342	0.117881	2.88368	8.4864	0.758532	0.203225	0.0382432	-144.117	-60.2866	-377.639	CLADE1	CLADE3	1.01549	1.7642	0.741375	0.149873	1.81513	0.847663	0.286593	0.915166	1.88129	0.892555	1.37798	0.249479	2.22296	0.612851	0.938343	1.13074	1.6881	2.293	0.428023	0.695995	0.311712	1.0936	3.5419	0.663655	0.859102	0.770686	1.69518	0.48603	1.33208	1.92909	0.672206	1.73919	0.772585	1.14929	2.21439	0.952213	0.573509	1.42902	1.98498	0.931346	1.48655	2.34844	-49.271	-32.8649	-239.448	-73.0489	-49.7883	-70.3654	-22.1515	-51.4135	-139.39	-45.4808	-61.3514	-113.309	-30.7152	-55.2001	-34.4053	-76.9435	-141.273	-60.2866	-144.117	-24.3915	-377.639	0.0594059	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 69800	 -24021.9	 -23911.2	    -68.0	    -42.7	  0.00829399	  0.00298326	  0.00049197	    -404.742	     5.71408	    0.807134	0.117881	2.88368	8.4864	0.758532	0.203225	0.0382432	-129.025	-69.3278	-404.742	CLADE2	CLADE3	0.797161	1.3849	0.664595	0.130973	2.08478	0.509089	0.732953	1.35237	2.78005	0.726954	1.13747	0.270657	2.25548	0.691933	0.874681	0.772335	1.38696	1.83946	2.33648	3.12387	1.19948	1.13296	0.621044	1.41736	0.969761	0.438509	1.77857	0.684664	1.38105	0.37915	0.205989	1.81137	0.558888	1.62703	2.07943	0.550884	0.294697	2.11176	0.664122	1.82773	0.786781	1.43399	-52.2608	-45.0659	-291.69	-17.7799	-53.9888	-70.7015	-20.0487	-10.7287	-112.376	-49.7415	-58.087	-103.463	-35.0144	-49.9047	-21.8066	-72.7979	-121.963	-69.3278	-129.025	-29.1022	-404.742	0.0693069	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 69900	 -24020.4	 -23912.9	    -67.9	    -39.6	  0.00926783	  0.00613685	 0.000495036	    -422.269	     5.71408	    0.807134	0.117881	2.88368	8.4864	0.758532	0.203225	0.0382432	-129.284	-60.0155	-422.269	CLADE2	CLADE3	1.02557	1.78171	0.853354	0.133993	2.0298	1.29494	0.421538	0.664375	1.56374	0.987098	1.03039	0.320148	3.07524	0.65824	0.983183	0.812063	1.69789	2.25184	1.091	1.1406	0.500903	1.5902	0.621429	1.07163	0.585984	0.485684	2.05017	1.07754	2.25715	1.13274	0.579349	0.445751	0.358993	1.10558	2.4378	0.624762	0.992302	1.76314	0.388745	1.90453	1.46432	1.13099	-54.1783	-45.7485	-222.573	-40.3868	-57.7895	-67.064	-21.069	-25.0133	-119.006	-45.4563	-42.2271	-80.9951	-30.529	-37.0324	-43.7313	-74.5971	-110.056	-60.0155	-129.284	-24.1446	-422.269	0.0693069	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 70000	 -24016.0	 -23905.6	    -69.1	    -41.4	   0.0103817	  0.00483553	 0.000472773	     -386.44	     6.17236	    0.882864	0.11612	2.84061	8.35964	0.756995	0.202814	0.0401911	-150.414	-60.2482	-386.44	CLADE2	CLADE3	1.14057	1.75955	0.819137	0.165903	1.90816	0.33005	0.401283	0.641076	1.5089	1.13377	1.18349	0.256908	2.42965	0.608635	0.678056	0.91507	1.98887	2.53512	0.899952	0.940865	0.476834	1.42991	0.940947	0.967137	1.17926	0.443767	2.07209	1.4023	1.91947	0.902408	1.4734	2.19122	0.454365	1.54519	1.54229	0.536637	1.61278	1.47971	3.15423	0.200944	1.2524	1.51967	-54.9064	-45.2344	-274.003	-48.0717	-60.0321	-106.967	-25.3949	-34.3589	-145.834	-54.0366	-56.8975	-116.16	-29.5311	-46.6648	-51.3522	-85.8768	-146.738	-60.2482	-150.414	-27.7025	-386.44	0.0693069	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 70100	 -24014.3	 -23903.8	    -67.8	    -42.6	   0.0128616	  0.00658278	 0.000512333	     -389.83	     6.00254	    0.882864	0.0839483	2.2703	6.04354	0.720813	0.198183	0.0810048	-154.41	-51.9704	-389.83	CLADE2	CLADE3	0.991979	1.36917	0.966227	0.149641	2.31183	1.0994	0.916552	0.805742	1.89648	1.35288	1.77985	0.267968	2.56255	0.588019	0.98542	0.965232	2.01234	2.56504	1.44238	1.40976	1.08912	1.5337	0.320873	1.25234	1.41693	0.367262	2.086	0.498024	2.69505	0.368551	0.786407	0.508446	0.856446	1.82701	2.30799	0.105943	0.664274	1.6849	1.09695	0.745703	1.33449	2.40556	-50.0124	-43.0003	-301.855	-21.6058	-60.2687	-72.9004	-20.9381	-24.033	-140.881	-44.2451	-80.8562	-118.704	-29.1039	-39.6879	-41.943	-88.3806	-141.273	-51.9704	-154.41	-34.9461	-389.83	0.0693069	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 70200	 -24016.2	 -23903.7	    -68.3	    -44.3	   0.0158828	  0.00780102	  0.00049974	    -397.346	     6.00254	    0.882864	0.120337	3.25439	8.66321	0.76403	0.210065	0.0259055	-154.41	-58.3657	-397.346	CLADE2	CLADE3	1.33403	1.48592	1.02429	0.17031	2.17779	0.626773	1.65713	1.17736	2.01286	1.39944	1.8411	0.306731	3.04554	0.676621	1.15046	1.20982	2.33387	2.63907	1.22226	1.36074	2.00056	1.09244	1.87729	0.751528	1.66853	0.528192	2.1969	0.619229	1.41421	0.556823	1.61324	0.570546	0.585354	1.735	2.41511	1.0363	0.719748	2.05941	0.520104	1.37447	1.64439	2.37926	-59.5061	-37.792	-293.416	-13.6643	-61.8133	-68.8485	-23.2191	-28.9251	-150.601	-48.4859	-72.6171	-110.533	-29.1523	-64.7282	-42.1651	-92.8226	-143.377	-58.3657	-154.41	-27.0488	-397.346	0.0693069	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 70300	 -24017.1	 -23898.6	    -65.5	    -53.0	   0.0122644	  0.00153653	 0.000585445	    -337.612	      6.1159	     1.03309	0.0919781	2.29097	6.62161	0.727502	0.201191	0.0713064	-139.23	-66.2565	-337.612	CLADE1	CLADE3	2.59662	2.89226	0.881932	0.177214	1.91863	0.552188	1.23237	0.945194	1.61594	1.0624	1.39769	0.390333	3.58013	0.75261	0.974347	1.23322	1.62654	1.83923	0.924533	1.02928	1.48778	1.16145	2.73778	0.561955	2.11159	0.525152	2.39794	2.02686	1.6757	0.514077	0.424227	1.4989	2.67185	3.10538	3.08736	0.33122	1.56092	2.6185	0.219657	2.54944	1.55451	1.03539	-52.0559	-33.5851	-265.006	-16.2445	-54.4451	-71.8713	-27.3165	-33.8081	-120.133	-51.3775	-75.6485	-83.1305	-36.982	-53.8268	-46.4352	-79.5621	-99.057	-66.2565	-139.23	-13.118	-337.612	0.0693069	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 70400	 -24019.3	 -23901.5	    -70.7	    -47.1	   0.0128567	  0.00661986	 0.000464323	    -351.409	     6.14665	     1.04621	0.0924279	2.30217	6.65399	0.727502	0.202315	0.0701826	-190.718	-54.6654	-351.409	CLADE2	CLADE3	1.37087	1.7756	0.879514	0.191368	1.76333	0.753922	1.16546	0.72664	1.76669	1.44432	1.50443	0.267119	2.6707	0.557889	1.443	0.962462	1.62036	1.83226	0.520637	0.737504	1.17184	1.08386	2.11271	2.08013	3.20209	0.520767	0.671368	0.698985	1.74057	2.86028	1.95202	0.288721	0.20079	1.30016	2.16712	0.872603	1.36391	3.6513	0.186504	1.01774	1.4614	1.05464	-65.8273	-53.517	-304.475	-22.2031	-66.7606	-66.5075	-24.9971	-64.5127	-187.207	-58.3542	-71.3752	-115.149	-42.0458	-62.9351	-53.5328	-151.038	-149.837	-54.6654	-190.718	-27.3497	-351.409	0.0693069	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 70500	 -24043.9	 -23907.3	    -76.2	    -60.3	   0.0262988	   0.0134928	 0.000445932	    -371.936	     5.55633	     1.16984	0.0866378	2.2977	6.64107	0.72375	0.206591	0.0696593	-196.675	-75.3489	-371.936	CLADE1	CLADE3	2.33939	3.03005	1.29446	0.256132	2.37322	1.01469	3.34809	1.79008	3.56191	1.48439	1.54616	0.294998	3.55772	0.790422	1.36682	1.18926	2.40259	2.91267	0.689683	0.976965	3.36643	1.26811	1.22396	2.25397	2.38435	0.766432	2.84977	2.04796	1.81407	2.90419	1.80467	0.479075	1.43659	0.915982	2.94547	1.27819	0.707505	2.15355	2.16877	0.707944	3.45082	0.845226	-63.7779	-49.8287	-282.645	-10.9487	-66.9067	-99.4657	-26.3107	-68.9887	-187.179	-56.166	-84.363	-122.45	-40.1701	-76.2005	-30.7833	-100.309	-192.2	-75.3489	-196.675	-22.7036	-371.936	0.0693069	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.0192308	9.04377E-08	
 70600	 -24031.7	 -23902.2	    -73.4	    -56.0	   0.0152196	  0.00458411	 0.000410416	    -407.651	     6.01677	     1.43355	0.0900874	2.38919	6.90549	0.72375	0.215407	0.0608432	-215.45	-96.7318	-407.651	CLADE1	CLADE3	1.76422	2.17704	1.22053	0.155101	2.91849	1.09259	1.96448	0.968779	2.155	1.13856	1.29938	0.349338	2.3802	0.733453	1.18477	1.39606	2.15611	2.58314	1.85317	2.79023	2.8238	2.1297	1.15076	1.45936	3.03771	0.662602	2.64881	0.630624	3.15135	1.10906	0.773676	0.0798303	0.140854	2.18163	4.67315	0.997561	1.04759	2.44166	1.19113	1.9501	2.42029	1.49884	-62.4439	-51.4263	-331.71	-13.3377	-68.3682	-107.419	-25.446	-24.9057	-184.379	-61.2645	-57.1845	-180.741	-48.7468	-45.1592	-51.9918	-106.343	-210.666	-96.7318	-215.45	-28.9055	-407.651	0.0693069	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.0192308	9.04377E-08	
 70700	 -24028.5	 -23900.1	    -71.1	    -57.3	    0.012377	  0.00118123	 0.000437663	    -392.543	     6.01677	     1.34747	0.0832215	2.2071	6.3792	0.72375	0.19714	0.0791106	-207.216	-73.0723	-392.543	CLADE1	CLADE3	1.63863	2.02206	1.47571	0.166527	2.68191	0.67914	2.08145	0.998184	2.62819	1.44838	1.98855	0.408907	3.74116	0.762764	1.60744	1.51602	3.35537	3.75541	1.51489	2.22356	2.99008	1.50973	1.77725	1.50217	2.89444	0.748065	2.16243	0.670036	2.53468	0.892538	1.0392	0.796611	0.367118	1.4484	3.17073	1.55119	1.45154	2.83214	0.183754	1.46339	2.98804	2.34549	-50.2653	-46.6737	-304.576	-13.0227	-69.161	-82.6147	-29.9925	-31.4994	-183.3	-58.2108	-73.9012	-130.324	-34.8558	-64.4213	-52.1697	-115.819	-185.409	-73.0723	-207.216	-31.035	-392.543	0.108911	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.0192308	9.04377E-08	
 70800	 -24030.6	 -23900.5	    -70.5	    -59.6	    0.012377	  0.00539302	 0.000430082	    -388.001	     6.01677	     1.34747	0.0920258	2.44059	7.05407	0.72375	0.220071	0.0561793	-197.555	-69.2731	-388.001	CLADE1	CLADE3	2.24047	2.88439	1.12645	0.164208	3.59947	0.911495	1.85432	0.929387	2.44705	1.48911	2.04447	0.366457	3.59048	0.865427	1.16308	2.00782	2.71275	3.03618	0.85984	1.1997	2.10199	1.62962	3.87774	0.799652	2.33193	0.80666	2.66377	2.35623	2.28618	1.26366	0.596754	1.88428	0.684372	0.802543	2.80497	0.639719	2.14418	3.37727	0.939257	0.393331	3.37449	2.72016	-59.2317	-34.3486	-281.581	-18.0555	-67.0748	-113.044	-23.4502	-47.9867	-159.257	-62.8011	-80.5747	-132.353	-36.7099	-58.1701	-54.6121	-102.491	-184.517	-69.2731	-197.555	-21.2055	-388.001	0.108911	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	0.00961539	1E-10	9.61538E-09	1.35657E-07	0.0192308	9.04377E-08	
